formula,defectid,site,Eb_sum,Vr_max,Eg,Ev
Ba3Mn2O8,0184694,1,,,1.7229,3.2896
Ba3Mn2O8,0184694,2,,,1.7229,3.2502
Ba2Fe2O5,0185027,1,10.936094030569194,-1.2626789622871115,0.866,2.9418
Ba2Fe2O5,0185027,2,10.936094030569194,-1.2626789622871115,0.866,2.8236
Ba2Fe2O5,0185027,3,4.148989927969585,-1.2626789622871115,0.866,3.4347
Ba2Fe2O5,0185027,4,4.148989927969585,-1.2626789622871115,0.866,3.3757
Ba2Fe2O5,0185027,5,4.148989927969585,-1.2626789622871115,0.866,3.4238
Ba2Fe2O5,0185027,6,10.936094030569194,-1.2626789622871115,0.866,3.196
Ba2Fe2O5,0185027,7,10.936094030569194,-1.2626789622871115,0.866,3.0174
Ba2Fe2O5,0185027,8,10.936094030569194,-1.2626789622871115,0.866,2.9368
Ba2Fe2O5,0185027,9,10.936094030569194,-1.2626789622871115,0.866,3.0007
Ba2Fe2O5,0185027,10,10.936094030569194,-1.2626789622871115,0.866,2.8887
Ba2Fe2O5,0185027,11,10.936094030569194,-1.2626789622871115,0.866,3.3856
Ba2Fe2O5,0185027,12,10.936094030569194,-1.2626789622871115,0.866,3.2679
Ba2Fe2O5,0185027,13,10.936094030569194,-1.2626789622871115,0.866,3.3174
Ba2Fe2O5,0185027,14,10.936094030569194,-1.2626789622871115,0.866,3.1745
Ba2Fe2O5,0185027,15,10.936094030569194,-1.2626789622871115,0.866,3.0437
Ba2Fe2O5,0185027,16,10.936094030569194,-1.2626789622871115,0.866,2.9076
Ba2Fe2O5,0185027,17,10.936094030569194,-1.2626789622871115,0.866,2.9764
Ba2Fe2O5,0185027,18,10.936094030569194,-1.2626789622871115,0.866,2.8792
Ba2Fe2O5,0185027,19,4.148989927969585,-1.2626789622871115,0.866,2.9353
Ba2Fe2O5,0185027,20,4.148989927969585,-1.2626789622871115,0.866,2.8587
Ba2Fe2O5,0185027,21,4.148989927969585,-1.2626789622871115,0.866,2.9288
Ba2Fe2O5,0185027,22,4.148989927969585,-1.2626789622871115,0.866,2.8928
Ba2Fe2O5,0185027,23,4.148989927969585,-1.2626789622871115,0.866,3.2754
Ba2Fe2O5,0185027,24,4.148989927969585,-1.2626789622871115,0.866,3.089
Ba2Fe2O5,0185027,25,4.148989927969585,-1.2626789622871115,0.866,3.1349
Ba2Fe2O5,0185027,26,4.148989927969585,-1.2626789622871115,0.866,3.0935
Ba2Fe2O5,0185027,27,4.148989927969585,-1.2626789622871115,0.866,3.1514
Ba2Fe2O5,0185027,28,4.148989927969585,-1.2626789622871115,0.866,3.1018
Ba2Fe2O5,0185027,29,4.148989927969585,-1.2626789622871115,0.866,3.1434
Ba2Fe2O5,0185027,30,4.148989927969585,-1.2626789622871115,0.866,3.1198
Ba2Fe2O5,0185027,31,8.861599066584402,-1.2626789622871115,0.866,3.7062
Ba2Fe2O5,0185027,32,8.861599066584402,-1.2626789622871115,0.866,3.6969
Ba2Fe2O5,0185027,33,8.861599066584402,-1.2626789622871115,0.866,3.6871
Ba2Fe2O5,0185027,34,8.861599066584402,-1.2626789622871115,0.866,3.6461
Ba2Fe2O5,0185027,35,4.148989927969585,-1.2626789622871115,0.866,3.3392
Ba2Fe2O5,0185027,36,4.148989927969585,-1.2626789622871115,0.866,3.2114
Ba2Fe2O5,0185027,37,4.148989927969585,-1.2626789622871115,0.866,3.2645
Ba2Fe2O5,0185027,38,4.148989927969585,-1.2626789622871115,0.866,3.2723
Ba2Fe2O5,0185027,39,4.148989927969585,-1.2626789622871115,0.866,3.8752
Ba2Fe2O5,0185027,40,4.148989927969585,-1.2626789622871115,0.866,3.8602
Ba2Fe2O5,0185027,41,4.148989927969585,-1.2626789622871115,0.866,3.8978
Ba2Fe2O5,0185027,42,4.148989927969585,-1.2626789622871115,0.866,3.9052
Ba2Fe2O5,0185027,43,4.148989927969585,-1.2626789622871115,0.866,3.7097
Ba2Fe2O5,0185027,44,4.148989927969585,-1.2626789622871115,0.866,3.5205
Ba2Fe2O5,0185027,45,4.148989927969585,-1.2626789622871115,0.866,3.6207
Ba2Fe2O5,0185027,46,4.148989927969585,-1.2626789622871115,0.866,3.7287
Ba2Fe2O5,0185027,47,2.0744949639847925,-1.2626789622871115,0.866,3.4671
Ba2Fe2O5,0185027,48,2.0744949639847925,-1.2626789622871115,0.866,3.5437
Ba2Fe2O5,0185027,49,2.0744949639847925,-1.2626789622871115,0.866,3.456
Ba2Fe2O5,0185027,50,2.0744949639847925,-1.2626789622871115,0.866,3.5422
Ba2Fe2O5,0185027,51,7.1648230409345,-1.2626789622871115,0.866,3.1538
Ba2Fe2O5,0185027,52,7.1648230409345,-1.2626789622871115,0.866,3.448
Ba2Fe2O5,0185027,53,7.1648230409345,-1.2626789622871115,0.866,3.2867
Ba2Fe2O5,0185027,54,7.1648230409345,-1.2626789622871115,0.866,3.3637
Ba2Fe2O5,0185027,55,4.148989927969585,-1.2626789622871115,0.866,3.1687
Ba2Fe2O5,0185027,56,4.148989927969585,-1.2626789622871115,0.866,3.4226
Ba2Fe2O5,0185027,57,4.148989927969585,-1.2626789622871115,0.866,3.346
Ba2Fe2O5,0185027,58,4.148989927969585,-1.2626789622871115,0.866,3.3894
Ba2Fe2O5,0185027,59,4.148989927969585,-1.2626789622871115,0.866,3.3763
Ba2Fe2O5,0185027,60,4.148989927969585,-1.2626789622871115,0.866,3.6128
Ba2Fe2O5,0185027,61,4.148989927969585,-1.2626789622871115,0.866,3.5989
Ba2Fe2O5,0185027,62,4.148989927969585,-1.2626789622871115,0.866,3.456
Ba2Fe2O5,0185027,63,4.148989927969585,-1.2626789622871115,0.866,3.3509
Ba2Fe2O5,0185027,64,4.148989927969585,-1.2626789622871115,0.866,3.3174
Ba2Fe2O5,0185027,65,4.148989927969585,-1.2626789622871115,0.866,3.3624
Ba2Fe2O5,0185027,66,4.148989927969585,-1.2626789622871115,0.866,3.2594
Ba2Fe2O5,0185027,67,10.936094030569194,-1.2626789622871115,0.866,2.9132
Ba2Fe2O5,0185027,68,10.936094030569194,-1.2626789622871115,0.866,2.8167
Ba2Fe2O5,0185027,69,10.936094030569194,-1.2626789622871115,0.866,2.8941
Ba2Fe2O5,0185027,70,10.936094030569194,-1.2626789622871115,0.866,2.7269
Ba5Co5O14,0185107,1,,,0.9572,1.4104
Ba5Co5O14,0185107,2,,,0.9572,1.6794
Ba5Co5O14,0185107,3,,,0.9572,1.6998
Ba5Co5O14,0185107,4,9.938299728569257,-1.2318970816502175,0.9572,1.5741
Ba5Co5O14,0185107,5,3.1511956259696468,-1.2318970816502175,0.9572,1.7332
Ba2Mn1O3,0185165,1,10.068748021467261,-1.994603679653242,2.2354,5.6729
Ba2Mn1O3,0185165,2,10.068748021467261,-1.994603679653242,2.2354,5.4336
Ba2Mn1O3,0185165,3,9.956839889035104,-1.994603679653242,2.2354,5.001
Ba2Mn1O3,0185165,4,9.956839889035104,-1.994603679653242,2.2354,5.22
Ba3Fe1O5,0185205,1,,,0.2794,2.6054
Ba3Fe1O5,0185205,2,,,0.2794,2.8479
Ba3Fe1O5,0185205,3,,,0.2794,2.2623
Ba3Fe1O5,0185205,4,10.180656153899415,-2.8403280769497066,0.2794,0.975
Ba1Mn2O8,0185408,1,,,1.732,0.6038
Ba1Mn2O8,0185408,2,,,1.732,1.712
Co1O2,0187243,1,,,1.2038,1.7236
Fe1Nb1O4,0188731,1,11.006177897670842,-1.2626789622871115,1.5659,3.3297
Fe1Nb1O4,0188731,2,11.639880975417718,-1.2626789622871115,1.5659,4.2238
Fe1Nb1O4,0188731,3,11.639880975417718,-1.2626789622871115,1.5659,3.9641
Fe1Nb1O4,0188731,4,6.857187969701256,-1.2626789622871115,1.5659,3.7609
Fe1O3Y1,0188787,1,10.196312184607175,-1.2626789622871115,1.9865,4.5761
Fe1O3Y1,0188787,2,13.219973312925969,-1.2626789622871115,1.9865,4.5451
Fe3O4,0191339,1,,-1.2626789622871115,0.0471,3.3108
Fe3O4,0191339,2,,-1.2626789622871115,0.0471,3.3922
La1Mn7O12,0193122,1,8.837737291520272,-0.5156224113418986,0.2582,2.7992
La1Mn7O12,0193122,2,5.892501669882789,-0.5156224113418986,0.2582,3.16
La1Mn7O12,0193122,3,5.892501669882789,-0.5156224113418986,0.2582,2.8799
La1Mn7O12,0193122,4,8.837737291520272,-0.5156224113418986,0.2582,2.9978
La2Ni1O4,0193359,1,14.955714292236054,-1.242157708529182,2.1446,4.519
La2Ni1O4,0193359,2,13.368328389392993,-1.242157708529182,2.1446,5.6407
Mn2O7Sr3,0193429,1,4.506249340489085,-0.433744681701679,0.5149,1.7739
Mn2O7Sr3,0193429,2,10.966164327102252,-0.433744681701679,0.5149,2.5349
Mn2O7Sr3,0193429,3,4.506249340489085,-0.433744681701679,0.5149,1.8934
Mn1O4Sr2,0194281,1,11.476681065975253,-0.433744681701679,0.6624,1.8799
Mn1O4Sr2,0194281,2,10.966164327102252,-0.433744681701679,0.6624,2.6467
Nb2Ni1O6,0194560,1,11.152771914275986,-1.242157708529182,2.5517,5.2609
Nb2Ni1O6,0194560,2,7.957464811402584,-1.242157708529182,2.5517,5.0346
Nb2Ni1O6,0194560,3,14.348079017149388,-1.6041816447738562,2.5517,5.6619
Mn1Nb2O6,0194582,1,11.150253904650674,-1.6041816447738562,2.4343,5.4219
Mn1Nb2O6,0194582,2,7.952428792151958,-1.6041816447738562,2.4343,5.4229
Mn1Nb2O6,0194582,3,14.348079017149388,-1.6041816447738562,2.4343,5.8447
Mn1O3Ti1,0194723,1,9.781025945944736,-1.9122077365342869,2.3965,5.6107
Nb6O16Sr1,0195961,1,9.565386011432926,-1.6041816447738562,1.9491,4.6238
Nb6O16Sr1,0195961,2,11.307993942804467,-1.6041816447738562,1.9491,4.6596
Nb6O16Sr1,0195961,3,9.565386011432926,-1.6041816447738562,1.9491,4.7454
Nb6O16Sr1,0195961,4,9.565386011432926,-1.6041816447738562,1.9491,4.1013
Nb6O16Sr1,0195961,5,14.348079017149388,-1.6041816447738562,1.9491,4.3269
Nb6O16Sr1,0195961,6,13.05060187417601,-1.6041816447738562,1.9491,4.8533
Nb6O16Sr1,0195961,7,14.348079017149388,-1.6041816447738562,1.9491,4.702
Nb6O16Sr1,0195961,8,9.565386011432926,-1.6041816447738562,1.9491,4.6576
Nb6O16Sr1,0195961,9,14.348079017149388,-1.6041816447738562,1.9491,4.9616
Nb6O16Sr1,0195961,10,13.05060187417601,-1.6041816447738562,1.9491,5.0872
Al2Fe1O4,0289591,1,,-2.8945619964631555,2.2095,6.1911
Ba1Ce1O3,0289614,1,8.598851937366181,-1.974911567461291,2.4607,5.014
Ba1Ce1O3,0289614,2,10.295627963016083,-1.974911567461291,2.4607,5.079
Ba1Mn1O3,0289618,1,4.506249340489085,-0.433744681701679,2.3022,2.6893
Ba2O4Ti1,0289663,1,8.39597315670433,-1.9122077365342869,4.1021,5.959
Ba2O4Ti1,0289663,2,3.305645079754621,-1.9122077365342869,4.1021,6.0973
Ba2O4Ti1,0289663,3,10.09274918235423,-1.9122077365342869,4.1021,6.0536
Ba2O4Ti1,0289663,4,3.305645079754621,-1.9122077365342869,4.1021,6.0113
Ba5Nb4O15,0289691,1,9.565386011432926,-1.6041816447738562,2.7029,5.8946
Ba5Nb4O15,0289691,2,9.565386011432926,-1.6041816447738562,2.7029,5.7478
Ba5Nb4O15,0289691,3,4.782693005716463,-1.6041816447738562,2.7029,5.0921
Ca1O3Ti1,0289774,1,10.2847150771707,-1.9122077365342869,2.513,5.7061
Ca1O3Ti1,0289774,2,12.12142753600143,-1.9122077365342869,2.513,5.7707
Ca2Nb2O7,0289796,1,15.075523387925113,-1.6041816447738562,3.0187,5.8217
Ca2Nb2O7,0289796,2,11.402098470263656,-1.6041816447738562,3.0187,5.4937
Ca2Nb2O7,0289796,3,10.29283038220865,-1.6041816447738562,3.0187,5.8376
Ca2Nb2O7,0289796,4,11.402098470263656,-1.6041816447738562,3.0187,5.992
Ca2Nb2O7,0289796,5,11.402098470263656,-1.6041816447738562,3.0187,5.8171
Ca2Nb2O7,0289796,6,13.238810929094385,-1.6041816447738562,3.0187,5.8336
Ca2Nb2O7,0289796,7,8.45611792337792,-1.6041816447738562,3.0187,5.0731
Ca2Nb2O7,0289796,8,15.075523387925113,-1.6041816447738562,3.0187,5.868
Ca2Nb2O7,0289796,9,11.402098470263656,-1.6041816447738562,3.0187,5.6139
Ca2Nb2O7,0289796,10,10.29283038220865,-1.6041816447738562,3.0187,5.4299
Ca2Nb2O7,0289796,11,13.238810929094385,-1.6041816447738562,3.0187,5.9013
Ca2Nb2O7,0289796,12,13.238810929094385,-1.6041816447738562,3.0187,5.63
Ca2Nb2O7,0289796,13,13.238810929094385,-1.6041816447738562,3.0187,5.9201
Ca2Nb2O7,0289796,14,10.29283038220865,-1.6041816447738562,3.0187,5.5554
Al1Ce1O3,0289832,1,5.3245677543906975,-2.8945619964631555,1.9449,6.424
Al1Ce1O3,0289832,2,5.3245677543906975,-2.8945619964631555,1.9449,6.5135
Ce1O2,0289838,1,10.41059977213275,-1.974911567461291,2.0527,3.5104
Ce2O3,0289862,1,17.54628797680421,-3.108762658934736,1.4514,6.4062
Ce2O3,0289862,2,11.697525317869472,-3.108762658934736,1.4514,6.6495
Al1La1O3,0289874,1,5.3245677543906975,-2.8945619964631555,3.9699,6.451
La1Mn1O3,0289876,1,9.818805689863492,-0.5156224113418986,1.1781,3.9265
La1Mn1O3,0289876,2,12.764041311500975,-0.5156224113418986,1.1781,3.8986
La1Nb1O4,0289885,1,15.455857254707892,-1.6041816447738562,3.627,5.6119
La1Nb1O4,0289885,2,10.67316424899143,-1.6041816447738562,3.627,5.884
La2O3,0289934,1,17.6714137298249,-3.100471243274967,4.0199,6.3604
La2O3,0289934,2,11.780942486549932,-3.100471243274967,4.0199,6.7049
Ce2La2O7,0289949,1,11.09577112934134,-1.974911567461291,2.3069,4.4457
Ce2La2O7,0289949,2,11.780942486549932,-3.100471243274967,2.3069,5.4163
Ce1Mg1O3,0289952,1,8.653681411448536,-1.974911567461291,2.1457,1.347
Ce1Mg1O3,0289952,2,6.929490648757455,-1.974911567461291,2.1457,1.2091
Mg1O3Ti1,0290005,1,10.059671684891402,-1.9122077365342869,3.5822,6.0449
Mg2O4Ti1,0290062,1,10.059671684891402,-1.9122077365342869,2.7435,6.2145
Mg2O4Ti1,0290062,2,8.478217367827863,-1.9122077365342869,2.7435,6.3815
Mg1O5Ti2,0290080,1,8.335480922200322,-1.9122077365342869,2.8751,5.6623
Mg1O5Ti2,0290080,2,11.641126001954943,-1.9122077365342869,2.8751,5.5099
Mg1O5Ti2,0290080,3,10.059671684891402,-1.9122077365342869,2.8751,6.2716
Nb2O5,0290102,1,9.565386011432926,-1.6041816447738562,2.6936,5.3318
Nb2O5,0290102,2,9.565386011432926,-1.6041816447738562,2.6936,4.7876
Nb2O5,0290102,3,14.348079017149388,-1.6041816447738562,2.6936,5.8008
Nb2O5,0290125,1,9.565386011432926,-1.6041816447738562,2.0917,5.8598
Nb2O5,0290125,2,14.348079017149388,-1.6041816447738562,2.0917,5.3219
Nb2O5,0290125,3,9.565386011432926,-1.6041816447738562,2.0917,4.3313
Ce1O3Sr1,0290130,1,8.690515748809458,-1.974911567461291,2.512,5.1286
Ce1O3Sr1,0290130,2,10.433123680181001,-1.974911567461291,2.512,5.1089
O4Sr2Ti1,0290206,1,13.58172188499541,-1.9122077365342869,2.0899,5.5107
O4Sr2Ti1,0290206,2,12.01868473661233,-1.9122077365342869,2.0899,5.3384
Nb2O7Sr2,0290243,1,9.565386011432926,-1.6041816447738562,2.6865,5.731
Nb2O7Sr2,0290243,2,9.565386011432926,-1.6041816447738562,2.6865,5.4724
Nb2O7Sr2,0290243,3,10.010516799831088,-1.6041816447738562,2.6865,5.5227
Nb2O7Sr2,0290243,4,9.565386011432926,-1.6041816447738562,2.6865,5.8478
Nb2O7Sr2,0290243,5,9.565386011432926,-1.6041816447738562,2.6865,5.6802
Nb2O7Sr2,0290243,6,13.05060187417601,-1.6041816447738562,2.6865,5.6932
Nb2O7Sr2,0290243,7,10.010516799831088,-1.6041816447738562,2.6865,5.2334
Nb2O7Sr2,0290243,8,9.565386011432926,-1.6041816447738562,2.6865,5.7292
Nb2O7Sr2,0290243,9,9.565386011432926,-1.6041816447738562,2.6865,5.4793
Nb2O7Sr2,0290243,10,10.010516799831088,-1.6041816447738562,2.6865,5.5471
Nb2O7Sr2,0290243,11,13.05060187417601,-1.6041816447738562,2.6865,5.8118
Nb2O7Sr2,0290243,12,9.565386011432926,-1.6041816447738562,2.6865,5.5958
Nb2O7Sr2,0290243,13,13.05060187417601,-1.6041816447738562,2.6865,5.6843
Nb2O7Sr2,0290243,14,10.010516799831088,-1.6041816447738562,2.6865,5.7709
O3Y2,0290296,1,12.09464451327518,-3.290655589970924,3.7932,6.5735
Co1La2O4,icsd16404,1,14.93213811251958,-1.2318970816502175,2.2134,4.9685
Co1La2O4,icsd16404,2,13.356540299534755,-1.2318970816502175,2.2134,5.9606
Ba1La2O4,icsd427481,1,12.229258916212254,-2.8403280769497066,3.2494,6.5252
Ba1La2O4,icsd427481,2,12.229258916212254,-2.8403280769497066,3.2494,6.4588
Ba1La2O4,icsd427481,3,12.229258916212254,-2.8403280769497066,3.2494,6.6203
Ba1La2O4,icsd427481,4,12.229258916212254,-2.8403280769497066,3.2494,6.5091
Ba1Ce2O4,icsd427482,1,12.16669603970191,-2.8403280769497066,0.71,6.8914
Ba1Ce2O4,icsd427482,2,12.16669603970191,-2.8403280769497066,0.71,6.5518
Ba1Ce2O4,icsd427482,3,12.16669603970191,-2.8403280769497066,0.71,6.6828
Ba1Ce2O4,icsd427482,4,12.16669603970191,-2.8403280769497066,0.71,6.5635
